Estimate	Std. Error	z value	Pr(>|z|)
-3.551743915759389	0.712113521191138	-4.987609152285801	6.113108287773613e-7
0.04633471792596261	0.17205380774665235	0.26930364711364047	0.7876960258346678
11.145540512897616	398.3274994160682	0.027980846236417327	0.9776774276546776
12.113353704349523	398.3273440650226	0.03041055022919077	0.9757396308821193
12.133437328767382	398.3273592319351	0.03046096896824608	0.9756994211768079
12.412719197283359	398.327431773721	0.031162099838342762	0.9751402651724653
-0.4486525569009744	0.2432330737176789	-1.8445376282245491	0.06510482728766945
-0.5278450846365371	0.11960279738349759	-4.413317214847748	1.0179866868410889e-5
0.018165045630836273	0.0023238308887154986	7.816853506442989	5.416007169901138e-15
-0.6479321955331917	0.2648807614197318	-2.4461278050559288	0.01443998032656524
0.9834332778644405	0.1634075019943063	6.018287201396095	1.7627224295417502e-9
0.4398196238887496	0.4115456859574578	1.0687018207116246	0.28520405086551687
-0.2682458566366705	0.47356657013192094	-0.5664374843054177	0.5710964192930065
1.9012507763503876	0.394309998012372	4.821715873130697	1.423285791268414e-6
0.45152164408663253	0.31673155100067696	1.425565728011945	0.15399373486863965
0.526322408207272	0.10965740827909193	4.7996976808690865	1.5890531955939339e-6
1.0028932411958382	0.2767680729923218	3.6235871802440913	2.905452096868913e-4
-0.1202742956554324	0.5414387938566774	-0.2221383044955398	0.8242062200021212
-0.04991607825157998	0.1291275712923065	-0.38656406027017104	0.6990789690686801
1.0402817815596215	0.23016621880311752	4.519697925130667	6.1927928426574436e-6
0.8639115920699946	0.19879683703251974	4.3457008922565175	1.388316437298162e-5
3.0219862904746857	1.3387482999683247	2.2573222244586133	0.02398794763315844
-13.73523449368331	398.328086179089	-0.034482214461542954	0.9724926247176705
-14.487624788110509	398.3280654361267	-0.03637108716466691	0.9709864680200695
-14.3374857336247	398.328093382459	-0.03599416152618291	0.971287014366425
-1.1848190591235683	0.7334474221153672	-1.6154110347901707	0.10622171216146263
-0.23042832720955178	0.6864729069869093	-0.335669951230786	0.7371197677912742
-0.034436377828843165	0.7044213873590927	-0.04888604810530624	0.9610101075674181
-1.3740058680104628	0.7607204057673683	-1.8061903658604366	0.07088860927251457
0.471844821322527	0.763586114983958	0.617932689009726	0.5366197098322119
-1.0076257906139612	0.7284156864914002	-1.3833114927376806	0.1665693755835554
0.41051348257891224	0.4365684587666862	0.9403186930604658	0.34705411391974744
-0.12154834329501056	0.1759816986125084	-0.6906874081414917	0.4897620041235573
0.6847500802773936	0.21720683172921987	3.1525255206108564	0.0016186467184017533
1.332966381394124	0.13792535281702234	9.664404361992055	4.27097148070959e-22
0.27893032830718717	0.11369099424664889	2.453407415032865	0.014150996251214265
0.011726815306913869	0.1636629713938597	0.07165222045671496	0.9428786809231413
-0.1728479865932934	0.35792365283666167	-0.48291859234061996	0.6291535399434363
1.1530922891695374	0.14370918464976265	8.023789794505955	1.025316972388842e-15
0.07505916990942325	0.2724801828775547	0.27546652793885135	0.7829578382384241
0.0034269433663945254	0.10216724290451586	0.0335424865051639	0.9732419855471968
1.212708155834298	0.36306902237985555	3.340158705595985	8.373052584054732e-4
-0.006363763767457686	0.0034720380436862337	-1.8328611862505202	0.06682321714435253
9.780851664767437e-4	0.0020779698909768477	0.4706926557135766	0.6378602298225711
0.17984317790814933	0.1171485979824275	1.5351714062777442	0.12474172999660386
0.45627357203156	0.12737728964085251	3.582063751851285	3.408905729627208e-4
0.5541268252943233	0.15960362366802475	3.4718937613027268	5.168008116094062e-4
0.11362532237426996	0.12819000097585126	0.8863821008603859	0.37541166110370766
0.5430225807959719	0.10813129243807207	5.021881904416953	5.116764233157556e-7
-0.26733993039927323	0.28421538146164665	-0.9406244272368817	0.34689735935675836
0.7105898594691289	0.18728991398665917	3.7940636756325534	1.4820164121700404e-4
0.5239687377488411	0.10642013213439996	4.923586611291849	8.497224220660852e-7
0.057331155944548365	0.33840892443158105	0.16941384167349133	0.8654711367908993
0.9940366766993121	0.1264091824595405	7.863642951867607	3.731200963591624e-15
0.6624451336704401	0.16803503095314754	3.9423037560254133	8.070267676575019e-5
-0.13494021617649332	0.35303925623692306	-0.3822243951418693	0.7022949283926476
0.3037492113571431	0.1650899313760461	1.8399014938425005	0.06578270067509952
0.5484086078516355	0.17600729479535257	3.1158288552146765	0.001834286960546375
0.16618824521457307	0.10919415498668938	1.521951841056247	0.12802114812333895
1.6419167068573095	0.09877182267723113	16.623331050828163	4.723372143911308e-62
-1.5044840946454923	0.4021135030526208	-3.74144136723659	1.8296786726391723e-4
-0.38322585925220015	0.2989816937831097	-1.2817703131021918	0.19992323109872578
-13.534852716005547	581.7270354428789	-0.02326667301219932	0.9814375555970729
-0.13488769090370895	0.14963868236889497	-0.9014226052270273	0.3673636668615213
-0.17960384251221562	0.45180796178885635	-0.39752252660866116	0.6909821783152192
-1.3295991556192501	1.0442580880884988	-1.2732476490108537	0.20293017708317249
-1.0817684037126472	0.38878617220294076	-2.7824250990798607	0.005395431767069833
-0.21282486722786512	0.27019879848948464	-0.7876603020355313	0.43089543195615226
-13.329023447734334	637.1446686584611	-0.020919932479069845	0.983309526283888
-0.12295463809360195	0.14643556771403912	-0.8396500933004817	0.401104603706883
-0.08630202017634471	0.4291794906156468	-0.20108607718543753	0.8406312684371076
-13.22679287342167	236.57031273532712	-0.05591062006254223	0.9554130104789489
0.17484956159285173	0.13832484585924748	1.2640502905079685	0.20621197696005264
-0.32524204545555097	0.5925943427287033	-0.5488443307742656	0.5831122846866448
-0.058983993612763984	0.19055862055644204	-0.3095320140360345	0.7569168633533725
0.2129918650949708	0.19967573769338764	1.0666887602640576	0.28611240426386636
0.029597925011852606	0.394020029752784	0.07511781832619761	0.9401209709039434
0.36109657207900325	0.36208222682442237	0.997277815169047	0.3186296790056414
-0.2795235001975334	0.35521745079869704	-0.7869081306929945	0.4313356475385162
-0.19751170367323884	0.19474866844955022	-1.01418769763966	0.3104931977513824
-0.23555539128321817	0.22253799041585776	-1.058495184768384	0.2898297448986435
